"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"27173","0","10","70","0","2023","1","",381,3642,3639,3661,40580992,20677264,145912,856,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,3.3,57,1.6,19,0.5,43,1.2,4290582,11.8,1999418,10.7,16046,12.4,82,10.6
"27173","1","10","71","0","2023","1","",10,41,37,39,526875,0,0,1039,"",5.09,0.59,0.53,0.56,0.53,0.00,0.00,0.95,"",0,0.0,-5,-10.9,-6,-14.0,0,0.0,109211,26.1,0,0.0,0,0.0,286,38.0
"27173","2","10","71","0","2023","1","",5,83,92,94,1179334,0,0,1012,"",2.15,0.76,0.83,0.84,0.96,0.00,0.00,1.18,"",0,0.0,0,0.0,8,9.5,8,9.3,139129,13.4,0,0.0,0,0.0,63,6.6
"27173","3","10","71","0","2023","1","",28,931,931,927,10189938,0,0,843,"",5.04,2.69,2.69,2.65,3.24,0.00,0.00,1.21,"",0,0.0,17,1.9,-11,-1.2,2,0.2,744523,7.9,0,0.0,0,0.0,59,7.5
"27173","5","10","71","0","2023","1","",338,2587,2579,2601,28684845,20677264,145912,852,"",0.91,0.83,0.83,0.83,0.81,1.01,1.00,0.98,"",12,3.7,45,1.8,28,1.1,33,1.3,3297719,13.0,1999418,10.7,16046,12.4,87,11.4
"27999","0","10","70","0","2023","1","",40183,85718,86626,86594,3007691123,2059363424,15747284,2680,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7740,23.9,13185,18.2,12442,16.8,12243,16.5,577095556,23.7,417967404,25.5,1858638,13.4,143,5.6
"27999","1","10","71","0","2023","1","",65,1302,1344,1388,36329810,0,0,2078,"",0.31,0.80,0.81,0.84,0.50,0.00,0.00,0.61,"",10,18.2,340,35.3,361,36.7,399,40.3,14700737,68.0,0,0.0,0,0.0,377,22.2
"27999","2","10","71","0","2023","1","",58,187,195,191,2587064,208356,1287,1042,"",0.24,0.07,0.07,0.07,0.03,0.04,0.30,0.39,"",15,34.9,42,29.0,47,31.8,54,39.4,848600,48.8,164758,377.9,1026,393.1,109,11.7
"27999","3","10","71","0","2023","1","",22,41,40,40,675237,15322,15,1288,"",0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.59,"",3,15.8,1,2.5,-4,-9.1,-1,-2.4,94594,16.3,1086,7.6,-141,-90.4,216,20.1
"27999","5","10","71","0","2023","1","",40038,84188,85047,84975,2968099012,2059139746,15745982,2694,"",1.02,1.15,1.15,1.15,1.14,1.01,1.00,0.99,"",7712,23.9,12802,17.9,12038,16.5,11791,16.1,561451625,23.3,417801560,25.5,1857753,13.4,141,5.5
"28000","0","10","50","0","2023","1","",85058,1149324,1154240,1154759,14178617849,7928272828,30442908,946,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5764,7.3,23835,2.1,18548,1.6,19115,1.7,1208301750,9.3,534474205,7.2,421174,1.4,65,7.4
"28000","1","10","51","0","2023","1","",1056,25960,26114,26041,543769486,0,0,1606,"",2.41,1.18,1.19,1.18,1.58,0.00,0.00,1.33,"",8,0.8,238,0.9,664,2.6,614,2.4,85718121,18.7,0,0.0,0,0.0,226,16.4
"28000","2","10","51","0","2023","1","",1120,51639,52352,52535,754936783,0,0,1113,"",2.15,1.49,1.48,1.49,1.75,0.00,0.00,1.18,"",2,0.2,232,0.5,614,1.2,768,1.5,49320806,7.0,0,0.0,0,0.0,62,5.9
"28000","3","10","51","0","2023","1","",1848,148852,149351,149584,1638115180,156135867,791711,844,"",1.49,1.36,1.36,1.36,1.49,1.94,5.75,1.09,"",3,0.2,1368,0.9,1602,1.1,1586,1.1,129379042,8.6,8517817,5.8,16593,2.1,58,7.4
"28000","5","10","51","0","2023","1","",81034,922873,926423,926599,11241796400,7772136961,29651197,935,"",0.98,0.94,0.94,0.94,0.91,0.99,0.98,0.97,"",5751,7.6,21997,2.4,15668,1.7,16147,1.8,943883781,9.2,525956388,7.3,404581,1.4,62,7.1
"28000","8","10","96","0","2023","1","",4024,226451,227817,228160,2936821449,156135867,791711,993,"",1.83,1.37,1.36,1.36,1.57,1.56,5.42,1.15,"",13,0.3,1838,0.8,2880,1.3,2968,1.3,264417969,9.9,8517817,5.8,16593,2.1,79,8.6
"28001","0","10","70","0","2023","1","",811,9890,9819,9825,98574459,66540436,283401,770,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7,0.9,187,1.9,115,1.2,60,0.6,2886916,3.0,2090450,3.2,-24394,-7.9,13,1.7
"28001","1","10","71","0","2023","1","",13,94,94,93,1499727,0,0,1232,"",3.11,0.50,0.50,0.50,0.63,0.00,0.00,1.25,"",-1,-7.1,2,2.2,2,2.2,-2,-2.1,135538,9.9,0,0.0,0,0.0,104,9.2
"28001","2","10","71","0","2023","1","",14,122,122,122,1091781,0,0,688,"",2.82,0.41,0.41,0.41,0.36,0.00,0.00,0.89,"",0,0.0,-9,-6.9,-8,-6.2,-7,-5.4,80541,8.0,0,0.0,0,0.0,90,15.1
"28001","3","10","71","0","2023","1","",18,1217,1224,1217,11694507,420684,4207,738,"",1.52,1.30,1.31,1.30,1.53,0.62,3.28,1.17,"",0,0.0,63,5.5,68,5.9,59,5.1,505024,4.5,43071,11.4,433,11.5,-7,-0.9
"28001","5","10","71","0","2023","1","",766,8457,8379,8393,84288444,66119752,279194,771,"",0.97,1.00,1.00,1.00,0.99,1.01,0.99,0.99,"",8,1.1,131,1.6,53,0.6,10,0.1,2165813,2.6,2047379,3.2,-24827,-8.2,14,1.8
"28003","0","10","70","0","2023","1","",854,13148,13171,13248,150959680,96732012,219961,880,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",27,3.3,-222,-1.7,-206,-1.5,-176,-1.3,8283125,5.8,8547876,9.7,-3582,-1.6,60,7.3
"28003","1","10","71","0","2023","1","",9,97,98,97,2260472,0,0,1786,"",2.04,0.39,0.39,0.38,0.62,0.00,0.00,1.59,"",-1,-10.0,-4,-4.0,-4,-3.9,-6,-5.8,177776,8.5,0,0.0,0,0.0,215,13.7
"28003","2","10","71","0","2023","1","",19,228,217,221,1932122,0,0,669,"",3.64,0.58,0.54,0.55,0.42,0.00,0.00,0.76,"",-1,-5.0,-11,-4.6,-22,-9.2,-21,-8.7,14673,0.8,0,0.0,0,0.0,54,8.8
"28003","3","10","71","0","2023","1","",24,1745,1713,1711,17881852,379747,3223,798,"",1.93,1.40,1.37,1.35,1.53,0.39,3.24,1.11,"",0,0.0,-116,-6.2,-81,-4.5,-73,-4.1,586865,3.4,13462,3.7,147,4.8,64,8.7
"28003","5","10","71","0","2023","1","",802,11078,11143,11219,128885234,96352265,216738,889,"",0.96,0.98,0.99,0.99,0.98,1.01,0.99,1.00,"",29,3.8,-91,-0.8,-99,-0.9,-76,-0.7,7503811,6.2,8534414,9.7,-3729,-1.7,58,7.0
"28005","0","10","70","0","2023","1","",211,1901,1942,1973,22062554,13877485,62213,875,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",13,6.6,36,1.9,53,2.8,104,5.6,3079096,16.2,1518664,12.3,16575,36.3,96,12.3
"28005","1","10","71","0","2023","1","",7,27,25,25,392747,0,0,1177,"",6.43,0.74,0.67,0.67,0.73,0.00,0.00,1.05,"",0,0.0,0,0.0,-4,-13.8,0,0.0,81660,26.2,0,0.0,0,0.0,291,32.8
"28005","2","10","71","0","2023","1","",9,31,30,30,259385,0,0,658,"",6.98,0.54,0.51,0.50,0.39,0.00,0.00,0.75,"",0,0.0,1,3.3,0,0.0,-1,-3.2,29012,12.6,0,0.0,0,0.0,74,12.7
"28005","3","10","71","0","2023","1","",14,345,352,349,2979821,0,0,657,"",4.55,1.91,1.90,1.85,1.74,0.00,0.00,0.92,"",0,0.0,-20,-5.5,-4,-1.1,1,0.3,207941,7.5,0,0.0,0,0.0,59,9.9
"28005","5","10","71","0","2023","1","",181,1498,1535,1569,18430601,13877485,62213,924,"",0.88,0.92,0.92,0.93,0.96,1.01,1.00,1.04,"",13,7.7,55,3.8,61,4.1,104,7.1,2760483,17.6,1518664,12.3,16575,36.3,99,12.0
"28007","0","10","70","0","2023","1","",405,4631,4647,4660,48885052,28733057,94821,809,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",15,3.8,97,2.1,80,1.8,105,2.3,5400540,12.4,2389194,9.1,16690,21.4,74,10.1
"28007","1","10","71","0","2023","1","",10,49,41,44,722477,0,0,1244,"",4.79,0.55,0.46,0.50,0.61,0.00,0.00,1.20,"",0,0.0,3,6.5,-3,-6.8,0,0.0,117141,19.4,0,0.0,0,0.0,202,19.4
"28007","2","10","71","0","2023","1","",15,185,189,185,1850522,0,0,764,"",6.06,1.33,1.33,1.30,1.25,0.00,0.00,0.95,"",0,0.0,-5,-2.6,-2,-1.0,-5,-2.6,120124,6.9,0,0.0,0,0.0,65,9.3
"28007","3","10","71","0","2023","1","",30,786,784,792,7657600,6516,65,748,"",5.08,1.79,1.77,1.78,2.02,0.02,0.15,1.13,"",0,0.0,24,3.1,10,1.3,15,1.9,881179,13.0,-160,-2.4,-1,-1.5,72,10.7
"28007","5","10","71","0","2023","1","",350,3611,3633,3639,38654453,28726541,94756,820,"",0.89,0.91,0.91,0.91,0.91,1.01,1.00,1.00,"",15,4.5,75,2.1,75,2.1,95,2.7,4282096,12.5,2389354,9.1,16691,21.4,74,9.9
"28009","0","10","70","0","2023","1","",92,1076,1068,1071,11405414,5937510,34567,819,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,5.7,43,4.2,40,3.9,49,4.8,715838,6.7,119675,2.1,-10966,-24.1,19,2.4
"28009","1","10","71","0","2023","1","",7,49,48,48,1520342,0,0,2420,"",14.75,2.39,2.36,2.35,5.48,0.00,0.00,2.31,"",1,16.7,2,4.3,2,4.3,2,4.3,-95859,-5.9,0,0.0,0,0.0,-263,-9.8
"28009","2","10","71","0","2023","1","",8,21,20,20,157853,0,0,597,"",14.23,0.65,0.61,0.61,0.46,0.00,0.00,0.73,"",0,0.0,1,5.0,0,0.0,0,0.0,23394,17.4,0,0.0,0,0.0,80,15.5
"28009","3","10","71","0","2023","1","",12,333,332,336,2531563,611296,6113,584,"",8.94,3.26,3.26,3.29,2.86,10.16,39.07,0.87,"",0,0.0,23,7.4,21,6.8,29,9.4,293714,13.1,21023,3.6,213,3.6,28,5.0
"28009","5","10","71","0","2023","1","",65,673,668,667,7195656,5326214,28454,827,"",0.73,0.73,0.73,0.73,0.73,0.91,0.83,1.00,"",4,6.6,17,2.6,17,2.6,18,2.8,494589,7.4,98652,1.9,-11179,-28.2,36,4.6
"28011","0","10","70","0","2023","1","",833,10372,10490,10573,111289858,70928651,341798,817,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",17,2.1,458,4.6,438,4.4,520,5.2,12059008,12.2,7588249,12.0,56376,19.8,54,7.1
"28011","1","10","71","0","2023","1","",18,76,80,78,1220043,0,0,1203,"",4.19,0.38,0.40,0.39,0.45,0.00,0.00,1.15,"",-1,-5.3,4,5.6,6,8.1,3,4.0,235329,23.9,0,0.0,0,0.0,175,17.0
"28011","2","10","71","0","2023","1","",18,662,769,767,7960121,0,0,836,"",3.54,2.12,2.40,2.37,2.36,0.00,0.00,1.02,"",0,0.0,-24,-3.5,7,0.9,11,1.5,323032,4.2,0,0.0,0,0.0,36,4.5
"28011","3","10","71","0","2023","1","",28,1385,1377,1375,13056455,4016582,14512,728,"",2.30,1.41,1.38,1.36,1.51,5.59,9.38,1.09,"",0,0.0,82,6.3,72,5.5,61,4.6,1741610,15.4,619467,18.2,2131,17.2,62,9.3
"28011","5","10","71","0","2023","1","",769,8249,8264,8353,89053239,66912069,327286,826,"",0.95,0.93,0.92,0.92,0.92,0.96,0.96,1.00,"",18,2.4,396,5.0,353,4.5,445,5.6,9759037,12.3,6968782,11.6,54245,19.9,53,6.9
"28013","0","10","70","0","2023","1","",268,2871,2900,2881,26775835,16170722,66160,714,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,2.3,-107,-3.6,-123,-4.1,-104,-3.5,673366,2.6,-266660,-1.6,-3785,-5.4,44,6.6
"28013","1","10","71","0","2023","1","",9,26,27,27,419704,0,0,1211,"",6.51,0.47,0.49,0.49,0.64,0.00,0.00,1.33,"",0,0.0,-5,-16.1,-4,-12.9,-4,-12.9,57611,15.9,0,0.0,0,0.0,313,34.9
"28013","2","10","71","0","2023","1","",8,30,30,30,268307,0,0,688,"",4.88,0.35,0.34,0.34,0.33,0.00,0.00,0.96,"",0,0.0,0,0.0,0,0.0,0,0.0,31723,13.4,0,0.0,0,0.0,81,13.3
"28013","3","10","71","0","2023","1","",16,608,612,607,5206696,823809,8237,658,"",4.09,2.23,2.21,2.21,2.51,5.03,27.51,1.13,"",0,0.0,2,0.3,4,0.7,1,0.2,446698,9.4,87571,11.9,877,11.9,54,8.9
"28013","5","10","71","0","2023","1","",235,2207,2231,2217,20881128,15346913,57923,724,"",0.90,0.90,0.90,0.90,0.90,0.96,0.88,1.00,"",6,2.6,-104,-4.5,-123,-5.2,-101,-4.4,137334,0.7,-354231,-2.3,-4662,-7.4,38,5.5
"28015","0","10","70","0","2023","1","",143,1052,1068,1057,9994835,6224724,19928,726,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8,5.9,-15,-1.4,-21,-1.9,-20,-1.9,794409,8.6,264980,4.4,-453,-2.2,69,10.5
"28015","1","10","71","0","2023","1","",7,19,19,20,321836,0,0,1281,"",9.49,0.95,0.93,0.99,1.32,0.00,0.00,1.38,"",0,0.0,-4,-17.4,-2,-9.5,-1,-4.8,46454,16.9,0,0.0,0,0.0,303,31.0
"28015","2","10","71","0","2023","1","",8,24,24,24,209723,0,0,672,"",9.15,0.76,0.74,0.74,0.69,0.00,0.00,0.93,"",0,0.0,-1,-4.0,-1,-4.0,-1,-4.0,23314,12.5,0,0.0,0,0.0,98,17.1
"28015","3","10","71","0","2023","1","",9,303,303,300,2605223,102009,575,664,"",4.31,3.03,2.98,2.98,3.36,1.62,6.37,1.12,"",1,12.5,11,3.8,14,4.8,11,3.8,377176,16.9,39493,63.2,246,74.8,73,12.4
"28015","5","10","71","0","2023","1","",119,706,722,713,6858053,6122715,19353,739,"",0.85,0.78,0.79,0.79,0.79,1.00,0.98,1.00,"",7,6.2,-21,-2.9,-32,-4.2,-29,-3.9,347465,5.3,225487,3.8,-699,-3.5,63,9.3
"28017","0","10","70","0","2023","1","",368,4481,4481,4486,42422581,27830476,95858,728,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,2.8,-556,-11.0,-621,-12.2,-654,-12.7,-5916200,-12.2,-5688460,-17.0,-30887,-24.4,-2,-0.3
"28017","1","10","71","0","2023","1","",9,44,44,42,744381,0,0,1321,"",4.74,0.51,0.51,0.49,0.72,0.00,0.00,1.42,"",0,0.0,0,0.0,1,2.3,-1,-2.3,172105,30.1,0,0.0,0,0.0,305,30.0
"28017","2","10","71","0","2023","1","",11,44,44,43,405227,0,0,714,"",4.89,0.33,0.32,0.31,0.31,0.00,0.00,0.98,"",0,0.0,1,2.3,1,2.3,0,0.0,47148,13.2,0,0.0,0,0.0,73,11.4
"28017","3","10","71","0","2023","1","",12,813,825,816,7356287,26672,266,692,"",2.24,1.91,1.93,1.91,2.23,0.09,0.61,1.17,"",1,9.1,26,3.3,36,4.6,22,2.8,814139,12.4,-3724,-12.3,-37,-12.2,55,8.6
"28017","5","10","71","0","2023","1","",336,3580,3568,3585,33916686,27803804,95592,729,"",0.94,0.93,0.93,0.93,0.92,1.01,1.00,0.99,"",9,2.8,-583,-14.0,-659,-15.6,-675,-15.8,-6949592,-17.0,-5684736,-17.0,-30850,-24.4,-17,-2.3
"28019","0","10","70","0","2023","1","",155,2132,2157,2184,31146639,13527341,35905,1110,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,1.3,73,3.5,34,1.6,41,1.9,1628488,5.5,425633,3.2,-6606,-15.5,33,3.1
"28019","1","10","71","0","2023","1","",7,69,70,67,2006377,0,0,2248,"",8.75,1.70,1.70,1.61,2.65,0.00,0.00,1.59,"",0,0.0,4,6.2,3,4.5,1,1.5,434381,27.6,0,0.0,0,0.0,416,22.7
"28019","2","10","71","0","2023","1","",8,31,31,31,233393,0,0,579,"",8.44,0.48,0.47,0.46,0.25,0.00,0.00,0.52,"",0,0.0,0,0.0,0,0.0,0,0.0,27079,13.1,0,0.0,0,0.0,67,13.1
"28019","3","10","71","0","2023","1","",11,685,681,692,6621954,528274,5283,743,"",4.86,3.39,3.31,3.32,2.74,3.85,32.51,0.82,"",0,0.0,56,8.9,52,8.3,45,7.0,579565,9.6,44980,9.3,451,9.3,11,1.5
"28019","5","10","71","0","2023","1","",129,1347,1375,1394,22284915,12999067,30622,1249,"",0.85,0.74,0.75,0.75,0.82,0.97,0.86,1.11,"",2,1.6,13,1.0,-21,-1.5,-5,-0.4,587463,2.7,380653,3.0,-7057,-18.7,36,3.0
"28021","0","10","70","0","2023","1","",139,3291,3332,3299,59936355,22603035,97820,1394,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,1.5,102,3.2,110,3.4,-82,-2.4,3323585,5.9,-233079,-1.0,-103734,-51.5,60,4.5
"28021","1","10","71","0","2023","1","",7,22,23,29,360588,0,0,1124,"",9.76,0.35,0.36,0.46,0.25,0.00,0.00,0.63,"",0,0.0,-3,-12.0,-1,-4.2,6,26.1,72483,25.2,0,0.0,0,0.0,201,21.8
"28021","2","10","71","0","2023","1","",10,610,649,650,7810607,0,0,944,"",11.77,6.16,6.38,6.44,4.29,0.00,0.00,0.68,"",0,0.0,-5,-0.8,35,5.7,40,6.6,210292,2.8,0,0.0,0,0.0,-10,-1.0
"28021","3","10","71","0","2023","1","",6,404,401,401,3781325,916689,9166,724,"",2.96,1.29,1.26,1.27,0.81,4.00,20.70,0.64,"",0,0.0,-2,-0.5,-2,-0.5,-5,-1.2,279741,8.0,-172667,-15.9,-1726,-15.8,59,8.9
"28021","5","10","71","0","2023","1","",116,2255,2259,2219,47983835,21686346,88654,1645,"",0.86,0.80,0.79,0.79,0.92,0.97,0.91,1.16,"",2,1.8,112,5.2,78,3.6,-123,-5.3,2761069,6.1,-60412,-0.3,-102008,-53.5,79,5.0
"28023","0","10","70","0","2023","1","",247,2984,3002,3068,29459962,17268100,72570,751,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",14,6.0,292,10.8,305,11.3,385,14.3,4893716,19.9,2734326,18.8,13971,23.8,49,7.0
"28023","1","10","71","0","2023","1","",8,29,31,31,442551,0,0,1122,"",6.28,0.51,0.54,0.53,0.62,0.00,0.00,1.17,"",0,0.0,-2,-6.5,0,0.0,1,3.3,95037,27.3,0,0.0,0,0.0,250,28.7
"28023","2","10","71","0","2023","1","",9,41,41,42,317768,0,0,591,"",5.96,0.46,0.45,0.45,0.36,0.00,0.00,0.79,"",0,0.0,3,7.9,4,10.8,3,7.7,52182,19.6,0,0.0,0,0.0,53,9.9
"28023","3","10","71","0","2023","1","",16,706,711,718,6016297,129462,781,650,"",4.44,2.49,2.49,2.45,2.63,0.74,2.38,1.06,"",0,0.0,25,3.7,33,4.9,36,5.3,700054,13.2,8301,6.9,6,0.8,49,8.2
"28023","5","10","71","0","2023","1","",214,2208,2219,2277,22683346,17138638,71789,781,"",0.89,0.86,0.86,0.87,0.89,1.01,0.99,1.03,"",14,7.0,266,13.7,268,13.7,345,17.9,4046443,21.7,2726025,18.9,13965,24.2,43,5.8
"28025","0","10","70","0","2023","1","",385,6729,6875,6905,71758758,48870979,285457,807,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,1.3,694,11.5,691,11.2,660,10.6,12186816,20.5,8969087,22.5,115359,67.8,62,8.3
"28025","1","10","71","0","2023","1","",9,48,52,56,866863,0,0,1282,"",4.53,0.37,0.40,0.43,0.50,0.00,0.00,1.24,"",0,0.0,-13,-21.3,0,0.0,6,12.0,97496,12.7,0,0.0,0,0.0,193,17.7
"28025","2","10","71","0","2023","1","",9,37,37,37,357526,0,0,743,"",3.82,0.18,0.18,0.18,0.16,0.00,0.00,0.92,"",0,0.0,-1,-2.6,-1,-2.6,0,0.0,36947,11.5,0,0.0,0,0.0,88,13.4
"28025","3","10","71","0","2023","1","",20,782,775,783,7205295,56525,565,711,"",3.56,1.22,1.18,1.19,1.29,0.11,0.44,1.08,"",0,0.0,28,3.7,18,2.4,27,3.6,616299,9.4,9475,20.1,95,20.2,40,6.0
"28025","5","10","71","0","2023","1","",347,5862,6011,6029,63329074,48814454,284892,816,"",0.93,1.02,1.02,1.02,1.02,1.01,1.00,1.00,"",5,1.5,680,13.1,674,12.6,627,11.6,11436074,22.0,8959612,22.5,115264,68.0,64,8.5
"28027","0","10","70","0","2023","1","",592,6543,6533,6566,66850336,39134485,276779,785,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,1.0,-97,-1.5,-139,-2.1,-94,-1.4,2042020,3.2,744073,1.9,25858,10.3,36,4.8
"28027","1","10","71","0","2023","1","",12,75,68,69,1094913,0,0,1192,"",3.93,0.60,0.55,0.55,0.67,0.00,0.00,1.19,"",1,9.1,17,29.3,11,19.3,12,21.1,245154,28.8,0,0.0,0,0.0,52,4.6
"28027","2","10","71","0","2023","1","",16,121,121,121,1285728,0,0,817,"",4.42,0.61,0.61,0.60,0.63,0.00,0.00,1.04,"",0,0.0,-7,-5.5,-4,-3.2,-6,-4.7,107731,9.1,0,0.0,0,0.0,102,14.3
"28027","3","10","71","0","2023","1","",22,1913,1860,1845,21568869,6205090,41000,886,"",2.55,3.08,2.99,2.95,4.16,15.64,32.73,1.38,"",0,0.0,-2,-0.1,-67,-3.5,-83,-4.3,1586021,7.9,-403000,-6.1,-4058,-9.0,87,10.9
"28027","5","10","71","0","2023","1","",542,4434,4484,4531,42900826,32929395,235779,736,"",0.94,0.79,0.80,0.81,0.74,0.85,0.86,0.92,"",5,0.9,-105,-2.3,-79,-1.7,-17,-0.4,103114,0.2,1147073,3.6,29916,14.5,12,1.7
"28029","0","10","70","0","2023","1","",487,6321,6338,6335,59433651,36790181,140044,722,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",25,5.4,73,1.2,75,1.2,22,0.3,5393027,10.0,2742386,8.1,16682,13.5,59,8.9
"28029","1","10","71","0","2023","1","",11,63,63,64,1144409,0,0,1390,"",4.38,0.52,0.52,0.53,0.79,0.00,0.00,1.51,"",0,0.0,-1,-1.6,-4,-6.0,-1,-1.5,188995,19.8,0,0.0,0,0.0,265,23.6
"28029","2","10","71","0","2023","1","",9,59,58,58,556727,0,0,734,"",3.02,0.31,0.30,0.30,0.31,0.00,0.00,1.02,"",0,0.0,1,1.7,0,0.0,-1,-1.7,62565,12.7,0,0.0,0,0.0,82,12.6
"28029","3","10","71","0","2023","1","",32,1537,1528,1522,14033693,553992,5497,706,"",4.50,2.56,2.53,2.52,3.04,1.49,8.67,1.20,"",4,14.3,46,3.1,14,0.9,-5,-0.3,1531980,12.3,62052,12.6,625,12.8,69,10.8
"28029","5","10","71","0","2023","1","",435,4662,4689,4691,43698822,36236189,134547,718,"",0.92,0.86,0.87,0.87,0.85,1.00,0.97,0.98,"",21,5.1,27,0.6,65,1.4,29,0.6,3609487,9.0,2680334,8.0,16057,13.6,53,8.0
"28031","0","10","70","0","2023","1","",386,5551,5651,5712,60320779,36773266,93442,823,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",14,3.8,-98,-1.7,-90,-1.6,72,1.3,5067846,9.2,1582823,4.5,4645,5.2,74,9.9
"28031","1","10","71","0","2023","1","",6,59,62,62,946511,0,0,1194,"",3.01,0.56,0.58,0.57,0.64,0.00,0.00,1.14,"",0,0.0,1,1.7,5,8.8,9,17.0,197175,26.3,0,0.0,0,0.0,165,16.0
"28031","2","10","71","0","2023","1","",10,143,147,144,1246113,0,0,663,"",4.24,0.86,0.85,0.82,0.68,0.00,0.00,0.81,"",0,0.0,2,1.4,6,4.3,0,0.0,85981,7.4,0,0.0,0,0.0,35,5.6
"28031","3","10","71","0","2023","1","",19,1192,1187,1183,11871956,136079,1361,769,"",3.37,2.26,2.20,2.17,2.54,0.37,3.22,1.15,"",-1,-5.0,69,6.1,65,5.8,65,5.8,1037527,9.6,5936,4.6,60,4.6,26,3.5
"28031","5","10","71","0","2023","1","",351,4157,4255,4323,46256199,36637187,92081,838,"",0.93,0.87,0.88,0.89,0.88,1.01,0.99,1.00,"",15,4.5,-170,-3.9,-166,-3.8,-2,0.0,3747163,8.8,1576887,4.5,4585,5.2,88,11.7
"28033","0","10","70","0","2023","1","",3569,69890,69383,69424,764846592,513230273,1553011,846,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",179,5.3,969,1.4,-459,-0.7,-539,-0.8,65757574,9.4,36994386,7.8,12019,0.8,73,9.4
"28033","1","10","71","0","2023","1","",16,220,226,267,5220798,0,0,1690,"",0.87,0.16,0.17,0.20,0.28,0.00,0.00,1.56,"",2,14.3,-4,-1.8,1,0.4,40,17.6,933819,21.8,0,0.0,0,0.0,227,15.5
"28033","2","10","71","0","2023","1","",15,141,141,142,1432210,0,0,780,"",0.69,0.07,0.07,0.07,0.06,0.00,0.00,0.92,"",0,0.0,-3,-2.1,2,1.4,0,0.0,7959,0.6,0,0.0,0,0.0,7,0.9
"28033","3","10","71","0","2023","1","",16,6850,6750,6807,82512474,2917734,13197,933,"",0.31,1.03,1.02,1.03,1.39,0.56,1.88,1.35,"",-1,-5.9,128,1.9,-25,-0.4,37,0.5,10218625,14.1,582195,24.9,2723,26.0,110,13.4
"28033","5","10","71","0","2023","1","",3522,62679,62266,62208,675681110,510312539,1539814,833,"",1.01,1.05,1.05,1.05,1.02,1.01,1.00,0.97,"",178,5.3,848,1.4,-437,-0.7,-616,-1.0,54597171,8.8,36412191,7.7,9296,0.6,68,8.9
"28035","0","10","70","0","2023","1","",1946,39690,39820,39750,479979460,240575406,764781,929,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",85,4.6,949,2.4,684,1.7,420,1.1,41495792,9.5,19723305,8.9,48330,6.7,66,7.6
"28035","1","10","71","0","2023","1","",21,731,691,707,11968965,0,0,1297,"",2.09,0.96,0.91,0.93,1.02,0.00,0.00,1.09,"",0,0.0,-13,-1.7,-37,-5.1,-15,-2.1,511252,4.5,0,0.0,0,0.0,92,7.6
"28035","2","10","71","0","2023","1","",20,2785,2924,2920,39978693,0,0,1069,"",1.68,2.33,2.40,2.40,2.74,0.00,0.00,1.15,"",0,0.0,16,0.6,18,0.6,29,1.0,3039111,8.2,0,0.0,0,0.0,74,7.4
